School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Area,Org_Type,Definition,Authority,CoEd_Status,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Area_Unit,Ward,Col_Id,Col_Name,Longitude,Latitude,Decile,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International
1920,Rangitoto School,07 878 8460,07 878 8460,office@rangi.school.nz,Neil Morrow,http://www.rangi.school.nz/,949 Rangitoto Road,,Rangitoto,949 Rangitoto Road RD 2,,Te Kuiti,3982,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitomo District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Waipa Valley,Waitomo Rural Ward,99106,Waitomo Arotahi Kāhui Ako,175.256985,-38.345465,6,00:00.0,25,13,10,0,1,0,1,0
1921,Rangiuru School,07 573 7035,07 573 7035,wendy@rangiuru.school.nz,Mike Gullick,http://www.rangiuruschool.co.nz,659 Rangiuru Road,,Te Puke,659 Rangiuru Road RD 8,,Te Puke,3188,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Rangiuru,Maketu-Te Puke Ward,99086,Te Puke Community of Learning,176.360483,-37.844723,4,00:00.0,46,26,19,0,1,0,0,0
1923,Reporoa School,07 333 8350,07 333 8443,office@rep.school.nz,Richelle McDonald,http://www.rep.school.nz,Massey Road,,Reporoa,P O Box 2,,Reporoa,3060,Rural Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Reporoa,Area Outside Ward,99133,Reporoa Community of Learning,176.343189,-38.435279,4,00:00.0,112,55,50,4,3,0,0,0
1924,Rhode Street School,07 847 7245,07 846 1168,winnie@rhodestreet.school.nz,Shane Ngatai ,http://www.rhodestreet.school.nz,Rhode Street,Dinsdale,Hamilton,P O Box 15231,Dinsdale,Hamilton,3243,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Swarbrick,West Ward,99035,He Waka Eke Noa (NW Hamilton) Community of Learning,175.251791,-37.799051,2,00:00.0,248,39,166,21,11,5,0,6
1927,Roto-O-Rangi School,07 827 1727,07 827 1727,office@rotoorangi.school.nz,Wayne Donnellon,http://www.rotoorangi.school.nz,5 Kairangi Road,,Cambridge,5 Kairangi Road RD 3,,Cambridge,3495,Rural Area,Contributing,Not Applicable,State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taupo,Hauraki-Waikato,Rotoorangi,Maungatautari Ward,99034,Te Puna o Kemureti Community of Learning,175.46185,-37.978935,9,00:00.0,77,58,19,0,0,0,0,0
1929,TKKM o Rotoiti,07 362 7718,07 362 7741,tari@rotoiti.school.nz,Vivian Meha,,1620 State Highway 30,,Rotorua,1620 State Highway 30 RD 4,,Rotorua,3074,Rural Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Tikitere,Area Outside Ward,,,176.483863,-38.048246,2,00:00.0,57,0,55,1,0,0,1,0
1930,Rotokauri School,07 849 5068,07 849 4371,sverstraten@rotokauri.school.nz,Desiree Smith,http://www.rotokauri.school.nz,462 Rotokauri Road,,Hamilton,462 Rotokauri Road RD 9,,Hamilton,3289,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Whatawhata,Newcastle Ward,,,175.206318,-37.770043,8,00:00.0,220,145,49,1,22,2,1,0
1931,Rotokawa School,07 345 6129,07 345 9614,admin@rotokawa.school.nz,Briar Stewart,http://www.rotokawa.school.nz,6 Rotokawa Road,,Rotorua,6 Rotokawa Road RD 4,,Rotorua,3074,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Owhata East,Area Outside Ward,99017,Eastern Rotorua Kāhui Ako,176.319987,-38.108113,4,00:00.0,195,69,121,1,0,3,1,0
1933,Rotorua Intermediate,07 348 9888,07 349 8049,reception@rotorua-intermediate.org.nz,Garry De Thierry ,http://www.rotorua-intermediate.org.nz,Malfroy Road,,Rotorua,Malfroy Road,Victoria,Rotorua,3010,Main Urban Area,Intermediate,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Victoria,Area Outside Ward,99019,Rotorua Central Community of Learning,176.244116,-38.144323,3,00:00.0,706,191,418,30,49,17,1,0
1934,Rotorua School,07 348 8159,07 349 1056,,Fred Whata,http://www.rp.school.nz,1249 Arawa Street,Rotorua Central,Rotorua,P O Box 673,,Rotorua,3040,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Kuirau,Area Outside Ward,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,176.248832,-38.134516,3,00:00.0,236,8,216,2,9,1,0,0
1935,Ficino School,09 623 3385,09 623 3387,office@ficino.school.nz,Peter Crompton,http://www.ficino.school.nz,27 Esplanade Road,Mount Eden,Auckland,P O Box 8970,Symonds Street,Auckland,1150,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt Eden North,Albert-Eden-Roskill Ward,,,174.759732,-36.873253,9,00:00.0,121,45,3,6,65,2,0,0
1937,Ruawaro Combined School,07 826 6706,07 826 6939,admin@ruawaro.school.nz,Susan Ewen ,,Bain Road,,Huntly,Bain Road RD 2,,Huntly,3772,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Waikato Western Hills,Huntly Ward,99130,Huntly District Community of Learning,175.041165,-37.527578,4,00:00.0,55,43,11,1,0,0,0,0
1938,Rukuhia School,07 843 6967,07 843 6987,office@rukuhia.school.nz,Kevin Drury,http://www.rukuhia.school.nz,58 Rukuhia Road,,Ohaupo,58 Rukuhia Road RD 2,,Ohaupo,3882,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Lake Cameron,Pirongia Ward,,,175.299799,-37.853583,8,00:00.0,104,77,23,2,2,0,0,0
1939,Selwyn School,07 348 4687,07 348 9326,,Peter Barker,http://www.selwynschool.school.nz,Old Quarry Road,,Rotorua,P O Box 10063,Rotorua Mail Centre,Rotorua,3046,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Selwyn Heights,Area Outside Ward,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,176.225508,-38.116466,2,00:00.0,390,63,313,11,3,0,0,0
1940,Silverdale Normal School,07 856 7604,07 856 0244,office@silverdale.school.nz,Michael Harrop (Acting),http://www.silverdale.school.nz,62 Silverdale Road,Hillcrest,Hamilton,62 Silverdale Road,Silverdale,Hamilton,3216,Main Urban Area,Contributing,Normal School,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Silverdale,East Ward,99057,Hillcrest Kāhui Ako,175.329298,-37.792871,4,00:00.0,356,118,111,20,65,30,2,10
1941,Springdale School,07 887 2644,07 887 2644,admin@springdale.school.nz,Carol Morrissey,https://www.springdaleschoolnz.org/,No 1 Road,,Waitoa,No 1 Road RD 1,,Waitoa,3380,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Springdale,Te Aroha Ward,99202,Te Aroha Kāhui Ako,175.56782,-37.532352,8,00:00.0,49,39,10,0,0,0,0,0
1942,Hamilton Junior High School,07 849 2819,,office@hjhs.school.nz,Tanya Thompson,http://www.hjhs.school.nz,Heath Street,Te Rapa,Hamilton,P O Box 10177,Te Rapa,Hamilton,3241,Main Urban Area,Restricted Composite (Year 7-10),Restricted Composite (Year 7-10),State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Bryant,West Ward,,,175.253887,-37.754958,3,00:00.0,97,15,68,4,6,4,0,0
1943,St Anthony's Catholic School (Huntly),07 828 8516,07 828 8509,,Kevin Kannan,http://www.stanthonys.school.nz,102 Bailey Street,,Huntly,P O Box 226,,Huntly,3740,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Huntly East,Huntly Ward,99103,Waikato Catholic Kāhui Ako,175.162579,-37.537147,1,00:00.0,88,22,27,11,26,0,2,0
1944,St Columba's Catholic School (Frankton),07 847 9322,07 846 1239,admin@sccs.school.nz,Gareth Duncan,http://www.stcolumbas.school.nz,50 Rifle Range Road,Frankton-Hamilton,Hamilton,P O Box 5353,Frankton,Hamilton,3242,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Swarbrick,West Ward,99103,Waikato Catholic Kāhui Ako,175.250882,-37.786757,5,00:00.0,484,269,79,45,64,25,2,0
1945,St Francis School (Thames),07 868 7655,07 868 9214,office@stfrancis-thames.school.nz,Patrick Poland ,http://www.stfrancis-thames.school.nz,202 Mackay Street,,Thames,P O Box 709,,Thames,3540,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Parawai,Thames Ward,99087,Thames Kauaeranga Community of Learning,175.546127,-37.14354,5,00:00.0,63,35,12,2,14,0,0,0
1946,St Joseph's Catholic School (Fairfield),07 855 5434,,admin@stjosephs.school.nz,James Murray,http://www.stjosephs.school.nz,88 Clarkin Road,Fairfield,Hamilton,P O Box 957,Waikato Mail Centre,Hamilton,3240,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Chartwell,East Ward,99103,Waikato Catholic Kāhui Ako,175.274387,-37.76668,7,00:00.0,365,249,46,15,32,20,3,0
1947,St Joseph's Catholic School (Matamata),07 888 8415,07 888 8425,office@stjmta.school.nz,Yvonne Marshall,http://www.stjosephsmta.school.nz/,Hohaia Street,,Matamata,P O Box 305,,Matamata,3440,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Matamata South,Matamata Ward,99104,Matamata Community of Learning,175.777829,-37.813272,5,00:00.0,30,10,12,0,8,0,0,0
1948,St Joseph's Catholic School (Matata),07 322 2095,07 322 2095,sjsm@saintjosmatata.school.nz,Bridget Rika,http://saintjosmatata.school.nz,18 Wilson Street,,Matata,18 Wilson Street RD 4,,Whakatane,3194,Rural Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Matata,Rangitaiki Ward,99038,Pūtauaki ki Rangitaiki Kāhui Ako,176.757792,-37.891222,2,00:00.0,45,5,40,0,0,0,0,0
1949,St Joseph's Catholic Sch (Morrinsville),07 889 5306,07 889 5306,admin@stjoes.school.nz,Andrea Colebourn (Acting),http://www.stjoes.school.nz/,11 Linden Street,,Morrinsville,11 Linden Street,,Morrinsville,3300,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Morrinsville East,Morrinsville Ward,99103,Waikato Catholic Kāhui Ako,175.53227,-37.654853,7,00:00.0,231,166,32,7,23,2,1,0
1950,St Joseph's Catholic School (Opotiki),07 315 6066,07 315 6068,admin@stjosopo.school.nz,Raewyn Clark ,http://www.stjosopo.school.nz,Grey Street,,Opotiki,Grey Street,,Opotiki,3122,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Opotiki,Opotiki Ward,99018,Rotorua Catholic Faith Based Community of Learning,177.285678,-38.00236,3,00:00.0,184,42,116,2,23,1,0,0
1951,St Joseph's Catholic School (Paeroa),07 862 8994,,office@stjpaeroa.school.nz,Catherine Swney,http://www.paeroa-stjosephs.school.nz,200 Normanby Road,,Paeroa,200 Normanby Road,,Paeroa,3600,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Paeroa,Paeroa Ward,99070,Ohinemuri Community of Learning,175.679644,-37.386362,3,00:00.0,84,42,26,5,10,1,0,0
1952,St Joseph's Catholic School (Te Aroha),07 884 9480,07 884 9450,office@stjosephs-tearoha.school.nz,Kristine Osburn,http://www.stjosephs-tearoha.school.nz,41 Koromiko Street,,Te Aroha,41 Koromiko Street,,Te Aroha,3320,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Te Aroha,Te Aroha Ward,99202,Te Aroha Kāhui Ako,175.710819,-37.540318,4,00:00.0,100,51,11,21,13,4,0,0
1953,St Joseph's Catholic School (Te Kuiti),07 878 8190,07 878 8190,office@stjosephtk.school.nz,Suzanne Downey,http://www.stjosephtk.school.nz,Queen Street,,Te Kuiti,P O Box 124,,Te Kuiti,3941,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waitomo District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Te Kuiti,Te Kuiti Ward,99106,Waitomo Arotahi Kāhui Ako,175.164607,-38.340255,4,00:00.0,125,72,31,11,10,1,0,0
1954,St Joseph's Catholic School (Waihi),07 863 8653,07 863 8639,office@wsj.school.nz,Shaun O'Leary,http://www.wsj.school.nz,91 Mueller Street,,Waihi,91 Mueller Street,,Waihi,3610,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Waihi,Waihi Ward,99089,Waihi Kāhui Ako,175.845002,-37.392948,3,00:00.0,53,36,8,2,7,0,0,0
1955,St Joseph's Catholic School (Whakatane),07 308 8920,07 308 8922,office@stjosephswhakatane.school.nz,Jodie-Ann Brady,,101 King Street,,Whakatane,P O Box 2097,Kopeopeo,Whakatane,3159,Secondary Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Allandale-Mokorua,Whakatane-Ohope Ward,99016,Whakatane Community of Learning,176.982541,-37.964488,6,00:00.0,274,144,97,4,26,0,3,0
1957,St Mary's Catholic School (Putaruru),07 885 1006,07 885 1008,office@stmarysput.school.nz,Jennifer MacKenzie,http://www.stmarysput.school.nz,5 Mckenzie Street,,Putaruru,5 Mackenzie Street,,Putaruru,3411,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Putaruru,Putaruru Ward,99018,Rotorua Catholic Faith Based Community of Learning,175.779441,-38.047369,5,00:00.0,193,94,69,1,27,2,0,0
1958,St Mary's Catholic School (Rotorua),07 348 1701,07 348 1209,admin@stmarysrotorua.school.nz,David Macmillan,http://www.stmarysrotorua.school.nz,37 Carnot Street,Glenholme,Rotorua,P O Box 1213,,Rotorua,3040,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Glenholme East,Area Outside Ward,99018,Rotorua Catholic Faith Based Community of Learning,176.248197,-38.14685,6,00:00.0,453,218,82,22,112,18,0,1
1959,St Mary's Catholic School (Tauranga),07 578 8066,07 578 8956,office@stmarystga.school.nz,Ben Fuller,http://www.stmarystga.school.nz/,13th Avenue,,Tauranga,Thirteenth Avenue,Tauranga South,Tauranga,3112,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,99018,Rotorua Catholic Faith Based Community of Learning,176.166144,-37.706382,8,00:00.0,452,300,54,15,64,9,1,9
1960,St Michael's Catholic School (Rotorua),07 348 1362,07 348 1845,admin@stmichaelsrotorua.school.nz,Kristina Crouch,http://www.stmichaelsrotorua.school.nz,Lisa Crescent,Western Heights,Rotorua,P O Box 8041,Western Heights,Rotorua,3047,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Mangakakahi,Area Outside Ward,99018,Rotorua Catholic Faith Based Community of Learning,176.219881,-38.131411,4,00:00.0,144,56,61,5,16,5,1,0
1961,St Patrick's Catholic Sch (Taumarunui),07 895 6933,07 895 6034,admin1@stpats-tmn.school.nz,Temoananui-Akiwa Thomson,http://www.stpats-tmn.school.nz/,12 High Street,,Taumarunui,12 High Street,,Taumarunui,3920,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Ruapehu District,Manawatu-Wanganui Region,Hamilton,Waikato,Rangitikei,Te Tai Hauauru,Taumarunui Central,Taumarunui Ward,,,175.259539,-38.880467,4,00:00.0,59,21,32,0,6,0,0,0
1962,St Patrick's Catholic Sch (Te Awamutu),07 871 4669,07 871 4818,principal@stpatta.co.nz,Shelly Fitness,http://www.stpatta.co.nz,625 Alexandra Street,,Te Awamutu,P O Box 300,,Te Awamutu,3840,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Te Awamutu Central,Te Awamutu Ward,99103,Waikato Catholic Kāhui Ako,175.319307,-38.008552,7,00:00.0,277,197,38,6,33,2,1,0
1963,St Paul's Catholic School (Ngaruawahia),07 824 8603,07 824 8612,office@stpaulsnga.school.nz,Shaun Emms,http://www.stpaulsnga.school.nz/,Belt Street,,Ngaruawahia,P O Box 55,,Ngaruawahia,3742,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Ngaruawahia,Ngaruawahia Ward,99103,Waikato Catholic Kāhui Ako,175.155337,-37.672645,4,00:00.0,122,70,44,5,2,1,0,0
1964,St Peter Chanel Catholic Sch (Te Rapa),07 849 3734,07 849 4183,admin@spc.ac.nz,Nicholas Quinn,http://www.spc.ac.nz,5 Vardon Street,Te Rapa,Hamilton,5 Vardon Road,Saint Andrews,Hamilton,3200,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Beerescourt,West Ward,99103,Waikato Catholic Kāhui Ako,175.253234,-37.764273,7,00:00.0,297,191,19,28,50,8,1,0
1965,St Peter's Catholic School (Cambridge),07 827 6623,07 823 2660,office@stpeterscatholic.school.nz,Grant Stuart,http://www.stpeterscatholic.school.nz,22 Anzac Street,,Cambridge,22 Anzac Street,,Cambridge,3434,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taupo,Hauraki-Waikato,Cambridge Central,Cambridge Ward,99034,Te Puna o Kemureti Community of Learning,175.472146,-37.892748,9,00:00.0,204,152,7,7,27,6,0,5
1966,St Pius X Catholic School (Melville),07 843 6554,07 843 6557,info@stpius.school.nz,Jane Rutherford,http://www.stpius.school.nz,57 Pine Avenue,Melville,Hamilton,57 Pine Avenue,Melville,Hamilton,3206,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Melville,West Ward,99103,Waikato Catholic Kāhui Ako,175.288082,-37.813154,3,00:00.0,189,40,25,14,101,7,0,2
1967,Stanley Avenue School,07 884 8479,07 884 9571,office@stanleyave.school.nz,John Byers,http://www.stanleyave.school.nz,Stanley Avenue,,Te Aroha,Stanley Avenue,,Te Aroha,3320,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Te Aroha,Te Aroha Ward,99202,Te Aroha Kāhui Ako,175.697473,-37.547296,4,00:00.0,299,184,74,6,25,9,1,0
1968,Strathmore School,07 886 9765,07 886 9765,office@strathmore.school.nz,Murray Kendrick,http://www.strathmore.school.nz,Strathmore Drive,,Tokoroa,Strathmore Drive,,Tokoroa,3420,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Strathmore,Tokoroa Ward,99195,Tokoroa Kāhui Ako,175.87129,-38.233589,1,00:00.0,158,16,91,50,1,0,0,0
1970,Sunset Primary School,07 348 4289,07 343 6204,office@sunset.school.nz,Niels Rasmussen ,http://sunsetprimaryschool.com,Sunset Road,Fordlands,Rotorua,P O Box 500,,Rotorua,3040,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Fordlands,Area Outside Ward,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,176.223222,-38.139061,1,00:00.0,123,4,106,11,2,0,0,0
1971,Te Kura o Tahaaroa,07 876 7335,07 876 7335,office@tahaaroa.school.nz,Yvonne Armstrong,,Taharoa Road,,Te Kuiti,Taharoa Road RD 8,,Te Kuiti,3988,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitomo District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Taharoa,Waitomo Rural Ward,,,174.732874,-38.149435,5,00:00.0,27,0,27,0,0,0,0,0
1972,Tahuna School,07 887 5848,07 887 5849,admin@tahunaschool.school.nz,Jeremy Pollard,http://www.tahunaschool.school.nz,Tahuna Ohinewai Road,,Tahuna,Tahuna-Ohinewai Road RD 3,,Morrinsville,3373,Rural Area,Contributing,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Tahuroa,Morrinsville Ward,99131,Morrinsville Community of Learning,175.489288,-37.501896,7,00:00.0,104,82,19,0,1,2,0,0
1974,Tainui Full Primary School,07 886 9860,07 886 9863,djohn@tainuifullprimary.school.nz,Tania Morrison,http://www.tainuifullprimary.school.nz,Tainui Street,,Tokoroa,Tainui Street,,Tokoroa,3420,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Aotea,Tokoroa Ward,99195,Tokoroa Kāhui Ako,175.85781,-38.241772,2,00:00.0,318,71,184,57,3,3,0,0
